datetime,H,LE,fco2,fch4,Wind Spd,air pressure,Ta,Rn,PPFD,Water Table,Ts 2.5 cm Cent,Ts 5 cm Cent,Ts 15 cm Cent,Ts 2.5 cm Rim,Ts 5 cm Rim,Ts 15 cm Rim,Ts All Cent,Ts All Rim,VWC,Active Layer,24H Rain,Dir,ER,Time,DOY,VPD,u*
2017-06-23 15:00:00,226.34220176933388,106.65933887469254,-1.0325938747543453,0.046683847979120896,5.240247532486546,101875.46055555556,17.11,581.9,1429.0,-0.11,3.853,14.26,3.864,10.18,-0.964,-0.8370000000000001,0.38536000000000004,1.20776,50.78905156978076,0.22475230414746544,0.0,112.4651984250245,,15,174,695.6668661285582,0.4713448850999683
2017-06-23 15:30:00,211.61173724280408,107.48223436414999,-0.825194476871576,0.045963630762304496,5.807126981709854,101854.47722222222,17.64,590.7,1434.0,-0.111,4.198,14.42,4.245,10.86,-0.8109999999999999,-0.802,0.40072,1.21776,50.76982408126276,0.22483870967741934,0.0,115.2505880750948,,15,174,745.8296596420178,0.5034005711259412
2017-06-23 16:00:00,203.561712553635,96.2391565429652,-0.7555555019026976,0.04480309895608891,5.730934460572019,101817.21444444444,18.09,587.9,1423.0,-0.112,4.4910000000000005,14.46,4.592,11.29,-0.7020000000000001,-0.698,0.41544000000000003,1.2126400000000002,50.75058556876383,0.22492511520737327,0.0,119.63537557419458,,16,174,790.8535637299346,0.47637532370510155
2017-06-23 16:30:00,221.0090382205409,,-0.901882862463191,0.04976771484400789,5.800910861783262,101772.48861111111,18.72,568.8,1391.0,-0.112,4.837,14.64,5.004,11.55,-0.516,-0.636,0.42823999999999995,1.22208,50.73683694966568,0.2250115207373272,0.0,114.84653802211729,,16,174,834.2007886590998,0.47877951485933623
2017-06-23 17:00:00,177.66488373646953,84.5415777179558,-0.6198118528709025,0.04106616139582505,5.149514273067362,101749.45055555555,19.39,558.4,1356.0,-0.112,5.034,14.46,5.259,11.92,-0.464,-0.767,0.43984,1.2181600000000001,50.723082587361155,0.22509792626728112,0.0,118.90756618310566,,17,174,899.7718162644437,0.43029856982359316
2017-06-23 17:30:00,171.9564739753457,94.07507572674032,-0.6976990730200885,0.04122220972705738,4.152288562318136,101741.1725,19.84,524.9,1276.0,-0.1125,5.199,14.04,5.4460000000000015,12.47,-0.445,-0.818,0.45152000000000003,1.18864,50.70656970157877,0.22518433179723504,0.0,119.808236437502,,17,174,981.7723695582811,0.36616236387783413
2017-06-23 18:00:00,160.11864505323487,98.18684556568901,-0.6740069465969017,0.030999552412814237,3.0185760678300344,101720.66258351893,20.4,517.4,1245.0,-0.113,5.1160000000000005,13.09,5.354,12.86,-0.698,-1.225,0.46512,1.1452,50.690048387876004,0.2252707373271889,0.0,141.1223921369505,,18,174,1159.899464955735,0.26693362704528023
2017-06-23 18:30:00,143.6698871379134,82.39710447710567,-0.5796885435156877,0.03134952843051034,2.950806361777912,101674.84055555555,20.86,475.8,1170.0,-0.1135,5.377999999999999,13.26,5.568,13.45,-0.601,-1.2,0.4783199999999999,1.1567999999999998,50.679029453904036,0.2253571428571429,0.0,119.20101125152807,,18,174,1174.4327889789754,0.24284129163820894
2017-06-23 19:00:00,123.20909300070646,70.43539712398211,-0.3526560421179011,0.03375540971106801,3.2146960159613567,101631.84855233853,21.29,425.3,1075.0,-0.114,6.02,13.42,6.1179999999999986,13.8,-0.116,-0.914,0.4908799999999999,1.14672,50.668006710121745,0.2254435483870968,0.0,123.08225125494039,,19,174,1217.8945639706196,0.2818310276001163
2017-06-23 19:30:00,124.57279081715538,86.77236859356736,-0.38593217751678727,0.04021676934419049,3.8888521765892574,101593.05722222223,21.45,377.5,1002.0,-0.114,6.682,14.1,6.704,14.03,0.428,-0.414,0.50032,1.16112,50.65422288365168,0.2255299539170507,0.0,96.51892056313393,,19,174,1181.439663594952,0.3295478773372566
2017-06-23 20:00:00,113.05007878937471,77.12361060489934,-0.5046749546369997,,3.4448506830294208,101563.59666666666,21.71,335.2,916.0,-0.114,6.917000000000002,14.13,6.872999999999998,13.86,0.5820000000000001,-0.237,0.5068000000000001,1.1493600000000002,50.64043301378661,0.22561635944700464,0.0,93.36582973947058,,20,174,1232.2647616033726,0.3212170723848483
2017-06-23 20:30:00,90.06772542846261,72.38475020964715,-0.48563735668960994,0.03818074847227523,3.4004484895412688,101536.50944969428,21.95,253.8,748.2,-0.1145,7.39,14.12,7.2,13.67,0.98,0.048,0.5128,1.1257599999999999,50.62939673271803,0.22570276497695854,0.0,95.72434531763055,,20,174,1256.3843385547714,0.30798116980957024
2017-06-23 21:00:00,68.4814115242096,33.451336236463185,,0.03110907015046498,3.3543903546117466,101520.50722222222,21.95,217.8,668.6,-0.115,8.04,14.22,7.72,13.53,1.597,0.58,0.51544,1.0912,50.618356525639584,0.2257891705069125,0.0,84.21051853360945,,21,174,1278.1030868355847,0.31412564965043255
2017-06-23 21:30:00,67.71143810612904,,-0.38780728568409706,0.03161575827396199,2.487591203882165,101488.21388888889,21.91,178.9,583.1,-0.115,8.06,14.01,7.68,13.13,1.635,0.612,0.514,1.07184,50.61283494173174,0.2258755760368664,0.0,79.87944883594095,,21,174,1255.2366250497184,0.286093387013052
2017-06-23 22:00:00,49.76021151064932,32.287713619523856,-0.3322763074192247,0.031826780716361115,2.8156386883306035,101461.32776850306,21.81,126.4,487.9,-0.115,8.47,13.69,7.85,12.98,1.995,0.816,0.518,1.02992,50.607312366576636,0.2259619815668203,0.0,96.3081222496049,,22,174,1178.5276304054712,0.25741658671200446
2017-06-23 22:30:00,30.138995718672888,14.975704800406834,-0.12866304998509806,0.02753819165724356,3.2167804710901757,101434.42602892102,21.19,85.2,397.9,-0.115,8.61,13.53,7.9,12.9,2.164,1.143,0.51568,0.9909599999999998,50.601788796918704,0.22604838709677424,0.0,93.78425348956107,,22,174,1049.9792434115873,0.24548606605840037
2017-06-23 23:00:00,19.883374785162,20.536429605039594,-0.1332137632931757,0.02705439456795482,3.3939202696038095,101415.29333333333,20.2,37.44,310.1,-0.115,8.92,13.6,8.16,12.94,2.551,1.6669999999999998,0.50952,0.9546399999999999,50.596264229498885,0.2261347926267281,0.0,99.48525577554433,,23,174,875.5279267706969,0.27924860750076885
2017-06-23 23:30:00,5.268093333915285,10.04567775194232,,0.02740592211851565,3.198704653574366,101383.84666666666,19.47,1.828,252.4,-0.115,9.14,13.26,8.31,12.73,2.8510000000000004,1.988,0.50312,0.90176,50.596264229498885,0.22622119815668199,0.0,96.51789777476552,,23,174,754.1904554095001,0.2411173127844523
2017-06-24 00:00:00,,8.815016753481359,0.10250765227522318,0.025395540605066377,3.1626582070204607,101360.78888888888,18.45,-31.52,193.7,-0.115,9.15,12.97,8.31,12.42,3.003,2.164,0.49176000000000003,0.86448,50.596264229498885,0.22630760368663594,0.0,96.17113063337347,,0,175,641.1803892735377,0.2620254443433754
2017-06-24 00:30:00,-6.380953045960772,3.6018158299623795,0.10155910570296367,0.024591967778822586,3.0868618154766763,101343.69055555556,17.5,-50.69,139.3,-0.115,9.13,12.51,8.29,12.07,3.133,2.307,0.4797600000000001,0.81624,50.593501570608865,0.22639400921658984,0.0,102.46542169571833,,0,175,485.01138754739117,0.24927517147333061
2017-06-24 01:00:00,-9.253902311012709,,0.11677764183499739,0.020666263425427937,2.5492513420516896,101308.59399332592,17.06,-51.32,124.6,-0.115,8.94,11.91,8.15,11.7,3.128,2.376,0.46495999999999993,0.7627200000000001,50.59073866105468,0.2264804147465438,0.0,113.63331147859843,,1,175,383.75616291683747,0.20466797160064348
